claim_id,post_file,claim_text,claim_type,source,verification_status,is_illustrative
0464,2026-05-29-1000-cam-math-155.md,"Before billing, match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0465,2026-05-29-1000-cam-math-155.md,"Building RSF, occupied RSF, floor RSF, and pool RSF can all produce different percentages.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,illustrative_example,yes
0466,2026-05-29-1100-industry-news-156.md,A CAM total is not support. The support is the trace behind it.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0467,2026-05-29-1100-industry-news-156.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0468,2026-05-29-1100-industry-news-156.md,This is the kind of check that should happen before statement formatting starts.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0469,2026-05-29-1200-cam-math-157.md,A review of CapEx vs. OpEx belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0470,2026-05-29-1200-cam-math-157.md,1. Start with the lease rule. Capital projects need separate recoverability review before they enter a CAM pool.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0471,2026-05-29-1200-cam-math-157.md,2. Check the source data. Look for capitalization clues before the line enters a recoverable pool.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0472,2026-05-29-1300-erp-workarounds-158.md,The fastest review of Yardi export review starts with the source file.,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0473,2026-05-29-1300-erp-workarounds-158.md,"Before billing, review recovery pool, share type, gross-up, cap, and exclusion settings against the lease.",workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0474,2026-05-29-1300-erp-workarounds-158.md,The report can run cleanly while one tenant uses the wrong share type.,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,illustrative_example,yes
0475,2026-05-29-1400-war-stories-159.md,"Before you send the CAM packet, check tenant dispute prep.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0476,2026-05-29-1400-war-stories-159.md,"Source: many disputes start with missing support, not a dramatic accounting error.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0477,2026-05-29-1400-war-stories-159.md,Lease: review the lines tenants are most likely to question before the packet is sent.,workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0478,2026-05-29-1500-cam-math-160.md,Management fees: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0479,2026-05-29-1500-cam-math-160.md,"Before billing, verify whether the fee is calculated on gross rent, recoverable expenses, or another base.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0480,2026-05-29-1500-cam-math-160.md,Applying a fee to an expense pool that already includes the fee can create circular math.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,illustrative_example,yes
0481,2026-05-29-1600-anti-integration-161.md,Export-based verification should leave a trail a second reviewer can follow.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0482,2026-05-29-1600-anti-integration-161.md,1. Start with the lease rule. CAM verification can work from exports without replacing the ERP.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0483,2026-05-29-1600-anti-integration-161.md,"2. Check the source data. Use CSV, Excel, and PDF outputs as the input layer.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0484,2026-05-29-1700-founder-162.md,Start with the CAM close calendar.,workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0485,2026-05-29-1700-founder-162.md,Lease rule: CAM close works better when review steps are scheduled before statement drafting.,workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0486,2026-05-29-1700-founder-162.md,"Source file: reserve time for export QA, lease-rule review, exception resolution, and packet assembly.",workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0487,2026-05-29-1800-cam-math-163.md,Check the gross-up factor before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0488,2026-05-29-1800-cam-math-163.md,"Before billing, compare actual occupancy to the lease target before applying a factor.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0489,2026-05-29-1800-cam-math-163.md,"If actual occupancy is already at or above the target, the factor should be 1.0.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,illustrative_example,yes
0490,2026-05-29-1900-product-164.md,What would make the next the CapVeri trace review easier?,product-positioning,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0491,2026-05-29-1900-product-164.md,A. Clearer GL detail,post-body-guidance,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0492,2026-05-29-1900-product-164.md,B. Better lease references,post-body-guidance,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0493,2026-05-29-2000-engagement-165.md,Which backup item around the audit defense packet gets requested most often?,workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0494,2026-05-29-2000-engagement-165.md,"The math, the source data, the lease interpretation, or the tenant packet support?",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0495,2026-05-29-2000-engagement-165.md,"Use the first pass to confirm the source, then let the math run.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0496,2026-05-30-0600-cam-math-166.md,CAM teams do not need more ceremony. They need better checks around CAM caps.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0497,2026-05-30-0600-cam-math-166.md,1. Start with the lease rule. Caps only work when the base amount and cap type are recorded correctly.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0498,2026-05-30-0600-cam-math-166.md,"2. Check the source data. Confirm whether each cap is cumulative, non-cumulative, compounded, or fixed.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0499,2026-05-30-0700-erp-workarounds-167.md,Check MRI export review before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0500,2026-05-30-0700-erp-workarounds-167.md,"Before billing, compare share type, billing pool, lease exclusions, and gross-up rules before statements go out.",workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0501,2026-05-30-0700-erp-workarounds-167.md,A tenant can be assigned to the right pool and still use the wrong denominator.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,illustrative_example,yes
0502,2026-05-30-0800-war-stories-168.md,Pre-send QA belongs in review before the packet goes out.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0503,2026-05-30-0800-war-stories-168.md,Input: the best time to catch a CAM issue is before the tenant packet goes out.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0504,2026-05-30-0800-war-stories-168.md,"Review step: run checks for pool membership, non-recoverable lines, gross-up, caps, and denominator changes.",workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0505,2026-05-30-0900-anti-integration-169.md,Watch deterministic CAM math before statements go out.,workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0506,2026-05-30-0900-anti-integration-169.md,"Before billing, use rules, formulas, and source-backed inputs for allocations.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0507,2026-05-30-0900-anti-integration-169.md,"AI can help read a document, but the charge calculation should come from explicit lease terms.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,illustrative_example,yes
0508,2026-05-30-1000-cam-math-170.md,Base-year stop deserves a source check before anyone formats the packet.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0509,2026-05-30-1000-cam-math-170.md,Setup: base-year leases compare current recoverable expenses against a baseline year.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0510,2026-05-30-1000-cam-math-170.md,Drift: normalize one-time items before using the base year as a benchmark.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0511,2026-05-30-1100-industry-news-171.md,Check property tax pass-throughs before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0512,2026-05-30-1100-industry-news-171.md,"Before billing, separate assessment changes, refunds, appeals, and prior-year adjustments.",workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0513,2026-05-30-1100-industry-news-171.md,A tax refund should be tracked back to the tenants and years affected by the original charge.,workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,illustrative_example,yes
0514,2026-05-30-1200-cam-math-172.md,A review of the pro-rata denominator belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0515,2026-05-30-1200-cam-math-172.md,1. Start with the lease rule. A tenant share is only as reliable as the denominator behind it.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0516,2026-05-30-1200-cam-math-172.md,"2. Check the source data. Match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0517,2026-05-30-1300-erp-workarounds-173.md,A CAM total is not support. The support is the trace behind it.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0518,2026-05-30-1300-erp-workarounds-173.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0519,2026-05-30-1300-erp-workarounds-173.md,"If the issue repeats next year, the note should still make sense.",workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0520,2026-05-30-1400-war-stories-174.md,A tenant question about the calculation audit trail should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0521,2026-05-30-1400-war-stories-174.md,"Before billing, keep GL line, pool assignment, lease clause, factor, cap rule, and tenant allocation together.",workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0522,2026-05-30-1400-war-stories-174.md,"If a tenant asks why their share changed, the answer should not require rebuilding the workbook.",workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,illustrative_example,yes
0523,2026-05-30-1500-cam-math-175.md,The quiet risk in CapEx vs. OpEx starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0524,2026-05-30-1500-cam-math-175.md,What to verify: look for capitalization clues before the line enters a recoverable pool.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0525,2026-05-30-1500-cam-math-175.md,What can go wrong: A repairs account can include invoices that deserve a capital-project check.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,illustrative_example,yes
0526,2026-05-30-1600-anti-integration-176.md,Spreadsheet risk: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0527,2026-05-30-1600-anti-integration-176.md,"Before billing, check hard-coded factors, copied formulas, hidden tabs, and stale denominators.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0528,2026-05-30-1600-anti-integration-176.md,A workbook can pass tie-out while one tenant row still points to last year's denominator.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,illustrative_example,yes
0529,2026-05-30-1700-founder-177.md,"The hard part is keeping the export, lease rule, and exception trail together.",workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0530,2026-05-30-1700-founder-177.md,"It is the setup behind the arithmetic. Prioritize what changed, what failed, what needs approval, and what is ready to send.",workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0531,2026-05-30-1700-founder-177.md,"CapVeri keeps export review, lease-term logic, and the calculation record in one review path.",product-positioning,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0532,2026-05-30-1800-cam-math-178.md,What would make the next management fees review easier?,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0533,2026-05-30-1800-cam-math-178.md,A. Clearer GL detail,post-body-guidance,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0534,2026-05-30-1800-cam-math-178.md,B. Better lease references,post-body-guidance,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0535,2026-05-30-1900-product-179.md,Spreadsheets and ERP setup screens can show the output.,workflow-principle,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0536,2026-05-30-1900-product-179.md,"CapVeri keeps the export, lease rule, exception, and tenant-level trace in one review path.",product-positioning,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0537,2026-05-30-1900-product-179.md,A gross-up finding should show the occupancy inputs and expense lines affected.,workflow-principle,https://www.capveri.com/sample-report,illustrative_example,yes
0538,2026-05-30-2000-engagement-180.md,Where does the handoff around tenant dispute prep lose the most context?,workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0539,2026-05-30-2000-engagement-180.md,"The math, the source data, the lease interpretation, or the tenant packet support?",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0540,2026-05-30-2000-engagement-180.md,"Treat the exception note as part of the reconciliation, not an afterthought.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0541,2026-05-31-0600-cam-math-181.md,Gross-up factor: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0542,2026-05-31-0600-cam-math-181.md,"Before billing, compare actual occupancy to the lease target before applying a factor.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0543,2026-05-31-0600-cam-math-181.md,"If actual occupancy is already at or above the target, the factor should be 1.0.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,illustrative_example,yes
0544,2026-05-31-0700-erp-workarounds-182.md,GL export QA belongs in review before the packet goes out.,workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0545,2026-05-31-0700-erp-workarounds-182.md,Input: an export can balance and still be incomplete for CAM work.,workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0546,2026-05-31-0700-erp-workarounds-182.md,"Review step: check date filters, accrual timing, entity scope, and excluded accounts.",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0547,2026-05-31-0800-war-stories-183.md,The fastest review of the audit defense packet starts with the source file.,workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0548,2026-05-31-0800-war-stories-183.md,"Before billing, include source export, lease clause reference, calculation trace, and variance notes.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0549,2026-05-31-0800-war-stories-183.md,"A tenant asking about landscaping should see the GL lines, allocation basis, and exclusion review.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,illustrative_example,yes
0550,2026-05-31-0900-anti-integration-184.md,The packet gets easier to review when export-based verification is documented early.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0551,2026-05-31-0900-anti-integration-184.md,1. Start with the lease rule. CAM verification can work from exports without replacing the ERP.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0552,2026-05-31-0900-anti-integration-184.md,"2. Check the source data. Use CSV, Excel, and PDF outputs as the input layer.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0553,2026-05-31-1000-cam-math-185.md,A tenant question about CAM caps should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0554,2026-05-31-1000-cam-math-185.md,"Before billing, confirm whether each cap is cumulative, non-cumulative, compounded, or fixed.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0555,2026-05-31-1000-cam-math-185.md,A 5 percent cap can behave very differently depending on whether unused cap room carries forward.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,illustrative_example,yes
0556,2026-05-31-1100-industry-news-186.md,BOMA 2024 deserves a source check before anyone formats the packet.,workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,post_body_statement_reviewed_against_source,no
0557,2026-05-31-1100-industry-news-186.md,Setup: measurement changes can affect pro-rata shares and billing support.,workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,post_body_statement_reviewed_against_source,no
0558,2026-05-31-1100-industry-news-186.md,Drift: review lease language before applying a new measurement standard.,workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,post_body_statement_reviewed_against_source,no
0559,2026-05-31-1200-cam-math-187.md,The fastest review of the base-year stop starts with the source file.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0560,2026-05-31-1200-cam-math-187.md,"Before billing, normalize one-time items before using the base year as a benchmark.",workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0561,2026-05-31-1200-cam-math-187.md,Storm cleanup in the base year should not quietly lower recoveries for every later year.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,illustrative_example,yes
0562,2026-05-31-1300-erp-workarounds-188.md,Yardi export review: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0563,2026-05-31-1300-erp-workarounds-188.md,"Before billing, review recovery pool, share type, gross-up, cap, and exclusion settings against the lease.",workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0564,2026-05-31-1300-erp-workarounds-188.md,The report can run cleanly while one tenant uses the wrong share type.,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,illustrative_example,yes
0565,2026-05-31-1400-war-stories-189.md,A review of tenant dispute prep belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0566,2026-05-31-1400-war-stories-189.md,"1. Start with the lease rule. Many disputes start with missing support, not a dramatic accounting error.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0567,2026-05-31-1400-war-stories-189.md,2. Check the source data. Review the lines tenants are most likely to question before the packet is sent.,workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0568,2026-05-31-1500-cam-math-190.md,The quiet risk in the pro-rata denominator starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0569,2026-05-31-1500-cam-math-190.md,"What to verify: match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0570,2026-05-31-1500-cam-math-190.md,"What can go wrong: Building RSF, occupied RSF, floor RSF, and pool RSF can all produce different percentages.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,illustrative_example,yes
0571,2026-05-31-1600-anti-integration-191.md,Deterministic CAM math can expose drift in an otherwise clean CAM statement.,workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0572,2026-05-31-1600-anti-integration-191.md,"Before billing, use rules, formulas, and source-backed inputs for allocations.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0573,2026-05-31-1600-anti-integration-191.md,"AI can help read a document, but the charge calculation should come from explicit lease terms.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,illustrative_example,yes
0574,2026-05-31-1700-founder-192.md,"In CAM close, the final arithmetic is usually the easy part.",workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0575,2026-05-31-1700-founder-192.md,"It is the setup behind the arithmetic. Reserve time for export QA, lease-rule review, exception resolution, and packet assembly.",workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0576,2026-05-31-1700-founder-192.md,"CapVeri keeps export review, lease-term logic, and the calculation record in one review path.",product-positioning,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0577,2026-05-31-1800-cam-math-193.md,CapEx vs. OpEx should leave a trail a second reviewer can follow.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0578,2026-05-31-1800-cam-math-193.md,1. Start with the lease rule. Capital projects need separate recoverability review before they enter a CAM pool.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0579,2026-05-31-1800-cam-math-193.md,2. Check the source data. Look for capitalization clues before the line enters a recoverable pool.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0580,2026-05-31-1900-product-194.md,The goal is not to replace the ERP. The goal is to make the output easier to review.,workflow-principle,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0581,2026-05-31-1900-product-194.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0582,2026-05-31-1900-product-194.md,A review-ready packet does not need drama. It needs traceable inputs.,workflow-principle,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0583,2026-05-31-2000-engagement-195.md,What would make the next pre-send QA review easier?,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0584,2026-05-31-2000-engagement-195.md,A. Clearer GL detail,post-body-guidance,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0585,2026-05-31-2000-engagement-195.md,B. Better lease references,post-body-guidance,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0586,2026-06-01-0600-cam-math-196.md,Management fees: verify the source before you explain the number.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0587,2026-06-01-0600-cam-math-196.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0588,2026-06-01-0600-cam-math-196.md,"If a tenant asks, the answer should already be in the packet.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0589,2026-06-01-0700-erp-workarounds-197.md,MRI export review can expose drift in an otherwise clean CAM statement.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0590,2026-06-01-0700-erp-workarounds-197.md,"Before billing, compare share type, billing pool, lease exclusions, and gross-up rules before statements go out.",workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0591,2026-06-01-0700-erp-workarounds-197.md,A tenant can be assigned to the right pool and still use the wrong denominator.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,illustrative_example,yes
0592,2026-06-01-0800-war-stories-198.md,A review of pre-send QA belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0593,2026-06-01-0800-war-stories-198.md,1. Start with the lease rule. The best time to catch a CAM issue is before the tenant packet goes out.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0594,2026-06-01-0800-war-stories-198.md,"2. Check the source data. Run checks for pool membership, non-recoverable lines, gross-up, caps, and denominator changes.",workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0595,2026-06-01-0900-anti-integration-199.md,A tenant question about spreadsheet risk should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0596,2026-06-01-0900-anti-integration-199.md,"Before billing, check hard-coded factors, copied formulas, hidden tabs, and stale denominators.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0597,2026-06-01-0900-anti-integration-199.md,A workbook can pass tie-out while one tenant row still points to last year's denominator.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,illustrative_example,yes
0598,2026-06-01-1000-cam-math-200.md,Check the gross-up factor before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0599,2026-06-01-1000-cam-math-200.md,"Before billing, compare actual occupancy to the lease target before applying a factor.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0600,2026-06-01-1000-cam-math-200.md,"If actual occupancy is already at or above the target, the factor should be 1.0.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,illustrative_example,yes
0601,2026-06-01-1100-industry-news-201.md,California SB 1103 belongs in review before the packet goes out.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0602,2026-06-01-1100-industry-news-201.md,Input: California SB 1103 makes operating-cost support more important for qualified commercial tenants.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0603,2026-06-01-1100-industry-news-201.md,Review step: separate legal interpretation from accounting support and keep the source documentation ready.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0604,2026-06-01-1200-cam-math-202.md,A review of CAM caps belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0605,2026-06-01-1200-cam-math-202.md,1. Start with the lease rule. Caps only work when the base amount and cap type are recorded correctly.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0606,2026-06-01-1200-cam-math-202.md,"2. Check the source data. Confirm whether each cap is cumulative, non-cumulative, compounded, or fixed.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0607,2026-06-01-1300-erp-workarounds-203.md,RealPage export review can expose drift in an otherwise clean CAM statement.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
