slot_id,scheduled_date,scheduled_time,timezone,platform,account,pillar,topic,source_path,source_file,source_url,content
"065","2026-07-06","12:00","America/Chicago","linkedin","capveri","pro-rata","denominator","posts/linkedin/2026-07-06-1200-denominator-065.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator.

Why it matters comes before a bigger workbook.

The review needs a clear source trail.

Tenant RSF over the lease-defined denominator drives the CAM share.

Store lease denominator, building RSF, excluded area, component area, or usage support.

Keep the denominator source next to the charge.

Keep the source beside the charge.

That is the difference between a charge and a packet.

#camreconciliation #prorata #cre"
"065","2026-07-06","13:00","America/Chicago","x","capveri","pro-rata","denominator","posts/x/2026-07-06-1300-denominator-065.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator. Tenant RSF over the lease-defined denominator drives the CAM share. Name the lease rule."
"066","2026-07-06","19:00","America/Chicago","linkedin","capveri","caps","cap-bank","posts/linkedin/2026-07-06-1900-cap-bank-066.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","A CAM cap is not just one percentage.

A good CAM packet answers this before anyone asks:

Read the cap base, cap rate, and controllable cost language.

Cumulative caps can bank unused capacity. Non-cumulative caps reset each year.

The wrong cap type can change several years of billing.

Team note: make the next reviewer faster.

The fix is boring. Save the support near the math.

Write the cap rule before running the charge.

#camreconciliation #commercialrealestate #crefinance"
"066","2026-07-06","17:00","America/Chicago","x","capveri","caps","cap-bank","posts/x/2026-07-06-1700-cap-bank-066.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","Packet note: The wrong cap type can change several years of billing. Read the cap base, cap rate, and controllable cost language."
"067","2026-07-07","10:00","America/Chicago","linkedin","capveri","admin-fees","fee-base","posts/linkedin/2026-07-07-1000-fee-base-067.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row.

This is a useful why it matters question:

Can a second reviewer follow the source, the rule, and the math?

The method, base, rate, cap interaction, and lease clause should be traceable.

Confirm whether the fee applies before or after exclusions.

A circular fee can make a clean pool look off.

Packet note: save the rule before the total.

If the answer is no, the statement is early.

#camreconciliation #propertyaccounting #cre"
"067","2026-07-07","09:00","America/Chicago","x","capveri","admin-fees","fee-base","posts/x/2026-07-07-0900-fee-base-067.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row. Save the method with the calculation record. Tie it before billing."
"068","2026-07-07","12:00","America/Chicago","linkedin","capveri","deterministic-math","same-inputs","posts/linkedin/2026-07-07-1200-same-inputs-068.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","CAM math has to run the same way twice.

Where it breaks: AI can help read documents. Deterministic rules should calculate dollars.

Humans verify extracted lease terms before they affect money.

A plausible answer is not enough for tenant billing.

Same inputs should produce the same answer.

Control note: prove the input before the output.

Question for the review team: where would you want proof first?

#camreconciliation #crefinance #proptech"
"068","2026-07-07","13:00","America/Chicago","x","capveri","deterministic-math","same-inputs","posts/x/2026-07-07-1300-same-inputs-068.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","Packet note: CAM math has to run the same way twice. Humans verify extracted lease terms before they affect money. Store proof with the packet."
"069","2026-07-07","19:00","America/Chicago","linkedin","capveri","packet","pre-send","posts/linkedin/2026-07-07-1900-pre-send-069.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks.

How to close it comes before a bigger workbook.

The review needs a clear source trail.

GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together.

Review the support before the statement goes out.

A clean packet makes the answer faster.

Owner note: show what changed since last run.

That is the difference between a charge and a packet.

#camreconciliation #propertymanagement #cre"
"069","2026-07-07","17:00","America/Chicago","x","capveri","packet","pre-send","posts/x/2026-07-07-1700-pre-send-069.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks. GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together. Check the input first."
"070","2026-07-08","10:00","America/Chicago","linkedin","capveri","tenant-questions","document-demand","posts/linkedin/2026-07-08-1000-document-demand-070.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","A tenant document request is an operations test.

A good CAM packet answers this before anyone asks:

Confirm what the lease allows before sending files.

The response should track lease audit rights, record scope, redactions, delivery, and follow-up.

A messy response can make a normal review feel adversarial.

File note: source, rule, amount, reviewer.

The fix is boring. Save the support near the math.

Keep the response factual and organized.

#camreconciliation #propertymanagement #cre"
"070","2026-07-08","09:00","America/Chicago","x","capveri","tenant-questions","document-demand","posts/x/2026-07-08-0900-document-demand-070.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","Packet note: A messy response can make a normal review feel adversarial. Confirm what the lease allows before sending files."
"071","2026-07-08","12:00","America/Chicago","linkedin","capveri","boma","parallel-proof","posts/linkedin/2026-07-08-1200-parallel-proof-071.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof.

This is a useful how to close it question:

Can a second reviewer follow the source, the rule, and the math?

Measurement inputs should be checked against the lease and source records.

Run old and new inputs side by side before billing changes.

A label alone does not prove the charge is right.

Close note: export, lease term, math, support.

If the answer is no, the statement is early.

#boma #camreconciliation #cre"
"071","2026-07-08","13:00","America/Chicago","x","capveri","boma","parallel-proof","posts/x/2026-07-08-1300-parallel-proof-071.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof. Show what changed and why it applies. Keep the math traceable."
"072","2026-07-08","19:00","America/Chicago","linkedin","capveri","leakage","recovery-gap","posts/linkedin/2026-07-08-1900-recovery-gap-072.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","CAM leakage is usually a process problem.

What to save: Leakage can come from gross-up errors, missed cap adjustments, and pro-rata mistakes.

Compare lease terms to actual billings tenant by tenant.

Small missed rules can repeat across years.

Find the rule before changing the invoice.

Keep the source beside the charge.

Question for the review team: where would you want proof first?

#camleakage #camreconciliation #crefinance"
"072","2026-07-08","17:00","America/Chicago","x","capveri","leakage","recovery-gap","posts/x/2026-07-08-1700-recovery-gap-072.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","Review: CAM leakage is usually a process problem. Compare lease terms to actual billings tenant by tenant. Name the lease rule."
"073","2026-07-09","10:00","America/Chicago","linkedin","capveri","export-qa","export-stack","posts/linkedin/2026-07-09-1000-export-stack-073.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook.

How to close it comes before a bigger workbook.

The review needs a clear source trail.

A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports.

Match property, period, tenant, and charge codes before math starts.

Save the export list with the packet.

Team note: make the next reviewer faster.

That is the difference between a charge and a packet.

#camreconciliation #propertyaccounting #cre"
"073","2026-07-09","09:00","America/Chicago","x","capveri","export-qa","export-stack","posts/x/2026-07-09-0900-export-stack-073.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook. A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports. Show the reviewer path."
"074","2026-07-09","12:00","America/Chicago","linkedin","capveri","yardi","yardi-exports","posts/linkedin/2026-07-09-1200-yardi-exports-074.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Yardi CAM review starts with the file set.

A good CAM packet answers this before anyone asks:

Use detail-level output for the same property and period.

Recovery Analysis, GL Analytics, and Rent Roll with Lease Charges are core Yardi exports.

A summary report can hide the row that caused the charge.

Packet note: save the rule before the total.

The fix is boring. Save the support near the math.

Tie the source files before reviewing tenant shares.

#yardi #camreconciliation #crefinance"
"074","2026-07-09","13:00","America/Chicago","x","capveri","yardi","yardi-exports","posts/x/2026-07-09-1300-yardi-exports-074.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Review: A summary report can hide the row that caused the charge. Use detail-level output for the same property and period."
"075","2026-07-09","19:00","America/Chicago","linkedin","capveri","mri","mri-period","posts/linkedin/2026-07-09-1900-mri-period-075.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first.

This is a useful the second review question:

Can a second reviewer follow the source, the rule, and the math?

Recovery Reconciliation, GL Transaction Detail, rent roll, and Tenant Billing History are safe MRI lanes.

Confirm entity, property, period, and tenant ID before export review.

One wrong period can make a clean statement look wrong.

Control note: prove the input before the output.

If the answer is no, the statement is early.

#mri #camreconciliation #propertyaccounting"
"075","2026-07-09","17:00","America/Chicago","x","capveri","mri","mri-period","posts/x/2026-07-09-1700-mri-period-075.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first. Put the period check in the packet notes. Store proof with the packet."
"076","2026-07-10","10:00","America/Chicago","linkedin","capveri","gross-up","variable-only","posts/linkedin/2026-07-10-1000-variable-only-076.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Gross-up review starts with one split.

What to save: Variable expenses can be grossed up. Fixed costs need separate treatment.

Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor.

Grossing up fixed costs can overstate the recovery pool.

The packet should show the fixed and variable split.

Owner note: show what changed since last run.

Question for the review team: where would you want proof first?

#camreconciliation #grossup #propertyaccounting"
"076","2026-07-10","09:00","America/Chicago","x","capveri","gross-up","variable-only","posts/x/2026-07-10-0900-variable-only-076.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Review: Gross-up review starts with one split. Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor. Check the input first."
"077","2026-07-10","12:00","America/Chicago","linkedin","capveri","pro-rata","denominator","posts/linkedin/2026-07-10-1200-denominator-077.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator.

The second review comes before a bigger workbook.

The review needs a clear source trail.

Tenant RSF over the lease-defined denominator drives the CAM share.

Store lease denominator, building RSF, excluded area, component area, or usage support.

Keep the denominator source next to the charge.

File note: source, rule, amount, reviewer.

That is the difference between a charge and a packet.

#camreconciliation #prorata #cre"
"077","2026-07-10","13:00","America/Chicago","x","capveri","pro-rata","denominator","posts/x/2026-07-10-1300-denominator-077.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator. Tenant RSF over the lease-defined denominator drives the CAM share. Save the source row."
"078","2026-07-10","19:00","America/Chicago","linkedin","capveri","caps","cap-bank","posts/linkedin/2026-07-10-1900-cap-bank-078.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","A CAM cap is not just one percentage.

A good CAM packet answers this before anyone asks:

Read the cap base, cap rate, and controllable cost language.

Cumulative caps can bank unused capacity. Non-cumulative caps reset each year.

The wrong cap type can change several years of billing.

Close note: export, lease term, math, support.

The fix is boring. Save the support near the math.

Write the cap rule before running the charge.

#camreconciliation #commercialrealestate #crefinance"
"078","2026-07-10","17:00","America/Chicago","x","capveri","caps","cap-bank","posts/x/2026-07-10-1700-cap-bank-078.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","Before send: The wrong cap type can change several years of billing. Read the cap base, cap rate, and controllable cost language."
"079","2026-07-11","10:00","America/Chicago","linkedin","capveri","admin-fees","fee-base","posts/linkedin/2026-07-11-1000-fee-base-079.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row.

This is a useful the second review question:

Can a second reviewer follow the source, the rule, and the math?

The method, base, rate, cap interaction, and lease clause should be traceable.

Confirm whether the fee applies before or after exclusions.

A circular fee can make a clean pool look off.

Keep the source beside the charge.

If the answer is no, the statement is early.

#camreconciliation #propertyaccounting #cre"
"079","2026-07-11","09:00","America/Chicago","x","capveri","admin-fees","fee-base","posts/x/2026-07-11-0900-fee-base-079.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row. Save the method with the calculation record. Name the lease rule."
"080","2026-07-11","12:00","America/Chicago","linkedin","capveri","deterministic-math","same-inputs","posts/linkedin/2026-07-11-1200-same-inputs-080.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","CAM math has to run the same way twice.

Before billing: AI can help read documents. Deterministic rules should calculate dollars.

Humans verify extracted lease terms before they affect money.

A plausible answer is not enough for tenant billing.

Same inputs should produce the same answer.

Team note: make the next reviewer faster.

Question for the review team: where would you want proof first?

#camreconciliation #crefinance #proptech"
"080","2026-07-11","13:00","America/Chicago","x","capveri","deterministic-math","same-inputs","posts/x/2026-07-11-1300-same-inputs-080.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","Before send: CAM math has to run the same way twice. Humans verify extracted lease terms before they affect money. Show the reviewer path."
"081","2026-07-11","19:00","America/Chicago","linkedin","capveri","packet","pre-send","posts/linkedin/2026-07-11-1900-pre-send-081.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks.

What to check comes before a bigger workbook.

The review needs a clear source trail.

GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together.

Review the support before the statement goes out.

A clean packet makes the answer faster.

Packet note: save the rule before the total.

That is the difference between a charge and a packet.

#camreconciliation #propertymanagement #cre"
"081","2026-07-11","17:00","America/Chicago","x","capveri","packet","pre-send","posts/x/2026-07-11-1700-pre-send-081.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks. GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together. Tie it before billing."
"082","2026-07-12","10:00","America/Chicago","linkedin","capveri","tenant-questions","document-demand","posts/linkedin/2026-07-12-1000-document-demand-082.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","A tenant document request is an operations test.

A good CAM packet answers this before anyone asks:

Confirm what the lease allows before sending files.

The response should track lease audit rights, record scope, redactions, delivery, and follow-up.

A messy response can make a normal review feel adversarial.

Control note: prove the input before the output.

The fix is boring. Save the support near the math.

Keep the response factual and organized.

#camreconciliation #propertymanagement #cre"
"082","2026-07-12","09:00","America/Chicago","x","capveri","tenant-questions","document-demand","posts/x/2026-07-12-0900-document-demand-082.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","Before send: A messy response can make a normal review feel adversarial. Confirm what the lease allows before sending files."
"083","2026-07-12","12:00","America/Chicago","linkedin","capveri","boma","parallel-proof","posts/linkedin/2026-07-12-1200-parallel-proof-083.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof.

This is a useful what to check question:

Can a second reviewer follow the source, the rule, and the math?

Measurement inputs should be checked against the lease and source records.

Run old and new inputs side by side before billing changes.

A label alone does not prove the charge is right.

Owner note: show what changed since last run.

If the answer is no, the statement is early.

#boma #camreconciliation #cre"
"083","2026-07-12","13:00","America/Chicago","x","capveri","boma","parallel-proof","posts/x/2026-07-12-1300-parallel-proof-083.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof. Show what changed and why it applies. Check the input first."
"084","2026-07-12","19:00","America/Chicago","linkedin","capveri","leakage","recovery-gap","posts/linkedin/2026-07-12-1900-recovery-gap-084.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","CAM leakage is usually a process problem.

Why it matters: Leakage can come from gross-up errors, missed cap adjustments, and pro-rata mistakes.

Compare lease terms to actual billings tenant by tenant.

Small missed rules can repeat across years.

Find the rule before changing the invoice.

File note: source, rule, amount, reviewer.

Question for the review team: where would you want proof first?

#camleakage #camreconciliation #crefinance"
"084","2026-07-12","17:00","America/Chicago","x","capveri","leakage","recovery-gap","posts/x/2026-07-12-1700-recovery-gap-084.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","Reminder: CAM leakage is usually a process problem. Compare lease terms to actual billings tenant by tenant. Save the source row."
